family,material_identifier,record_identifier,formula,model,V0,K0,K0_prime,pressure_min_gpa,pressure_max_gpa,temperature_min_k,temperature_max_k,reference_doi
experimental_fit,tantalum,tantalum_dewaele_2004_mao_ruby_vinet,Ta,vinet,36.07,198.2,3.07,0.0,144.0,300.0,300.0,10.1103/PhysRevB.70.094112
experimental_fit,tantalum,tantalum_dewaele_2004_revised_ruby_vinet,Ta,vinet,36.07,194.0,3.52,0.0,144.0,300.0,300.0,10.1103/PhysRevB.70.094112
experimental_fit,th_sun_2010_legacy,th_sun_2010_low_vn,Th,vinet,32.86206813937042,52.062,3.92,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,th_sun_2010_legacy,th_sun_2010_low_mrs3,Th,morse_3,32.86206813937042,52.112,4.171,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,th_sun_2010_legacy,th_sun_2010_low_sms3,Th,sun_morse_3,32.86206813937042,52.054,4.215,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,th_sun_2010_legacy,th_sun_2010_low_sms4,Th,sun_morse_4,32.86206813937042,52.124,4.164,0.0,12.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,thallium_hcp,thallium_hcp_delta_archive_experimental_reference_bm3,Tl,birch_murnaghan_3,55.9875601326,37.4420913632,3.0,,,,,10.24435/materialscloud:5e-mv
experimental_fit,ti_sun_2010_legacy,ti_sun_2010_low_vn,Ti,vinet,19.943074196757898,97.788,3.842,0.0,22.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ti_sun_2010_legacy,ti_sun_2010_low_mrs3,Ti,morse_3,19.943074196757898,97.766,3.68,0.0,22.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ti_sun_2010_legacy,ti_sun_2010_low_sms3,Ti,sun_morse_3,19.943074196757898,97.868,3.716,0.0,22.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,ti_sun_2010_legacy,ti_sun_2010_low_sms4,Ti,sun_morse_4,19.943074196757898,97.806,3.705,0.0,22.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,tin_alpha,tin_alpha_delta_archive_experimental_reference_bm3,Sn,birch_murnaghan_3,67.9347028844,42.8175727666,4.0,,,,,10.24435/materialscloud:5e-mv
compiled_reference,titanium_alpha,titanium_alpha_delta_archive_experimental_reference_bm3,Ti,birch_murnaghan_3,34.9944982038,107.3532076344,3.4,,,,,10.24435/materialscloud:5e-mv
experimental_fit,tl_sun_2010_legacy,tl_sun_2010_low_vn,Tl,vinet,28.61108812740538,35.268,5.551,0.0,18.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,tl_sun_2010_legacy,tl_sun_2010_low_mrs3,Tl,morse_3,28.61108812740538,35.362,5.663,0.0,18.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,tl_sun_2010_legacy,tl_sun_2010_low_sms3,Tl,sun_morse_3,28.61108812740538,35.336,5.697,0.0,18.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,tl_sun_2010_legacy,tl_sun_2010_low_sms4,Tl,sun_morse_4,28.61108812740538,35.434,5.613,0.0,18.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,tungsten,tungsten_delta_archive_experimental_reference_bm3,W,birch_murnaghan_3,31.5919461674,327.4742143494,4.32,,,,,10.24435/materialscloud:5e-mv
experimental_fit,tungsten,tungsten_dewaele_2019_mao_vinet,W,vinet,31.724,298.3,3.82,0.0,155.0,300.0,300.0,10.3390/min9110684
experimental_fit,tungsten,tungsten_dewaele_2019_dor_vinet,W,vinet,31.716,298.6,4.37,0.0,155.0,300.0,300.0,10.3390/min9110684
experimental_fit,tungsten,tungsten_dewaele_2004_mao_ruby_vinet,W,vinet,31.724,298.3,3.81,0.0,144.0,300.0,300.0,10.1103/PhysRevB.70.094112
experimental_fit,v_sun_2010_legacy,v_sun_2010_low_vn,V,vinet,13.890409296909228,159.8,3.449,0.0,36.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,v_sun_2010_legacy,v_sun_2010_low_mrs3,V,morse_3,13.890409296909228,159.66,3.626,0.0,36.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,v_sun_2010_legacy,v_sun_2010_low_sms3,V,sun_morse_3,13.890409296909228,159.5,3.67,0.0,36.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,v_sun_2010_legacy,v_sun_2010_low_sms4,V,sun_morse_4,13.890409296909228,159.82,3.614,0.0,36.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,vanadium_bcc,vanadium_bcc_delta_archive_experimental_reference_bm3,V,birch_murnaghan_3,27.6204743254,165.8391206631,4.135,,,,,10.24435/materialscloud:5e-mv
experimental_fit,w_sun_2010_legacy,w_sun_2010_low_vn,W,vinet,15.858148091510238,314.99,3.802,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,w_sun_2010_legacy,w_sun_2010_low_mrs3,W,morse_3,15.858148091510238,312.82,3.954,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,w_sun_2010_legacy,w_sun_2010_low_sms3,W,sun_morse_3,15.858148091510238,312.4,3.993,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,w_sun_2010_legacy,w_sun_2010_low_sms4,W,sun_morse_4,15.858148091510238,312.73,3.949,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,w_sun_2010_legacy,w_sun_2010_low_bn,W,baonza,15.858148091510238,313.0,3.833,0.0,70.0,300.0,300.0,10.1515/zna-2010-1-202
compiled_reference,yttrium_hcp,yttrium_hcp_delta_archive_experimental_reference_bm3,Y,birch_murnaghan_3,65.9008712024,37.3135136902,2.2,,,,,10.24435/materialscloud:5e-mv
compiled_reference,zinc_hcp,zinc_hcp_delta_archive_experimental_reference_bm3,Zn,birch_murnaghan_3,29.717816112,64.6681064605,4.4,,,,,10.24435/materialscloud:5e-mv
experimental_fit,zinc_hcp,zinc_hcp_dewaele_2019_mao_vinet,Zn,vinet,30.294,64.3,5.3,0.0,157.0,300.0,300.0,10.3390/min9110684
experimental_fit,zinc_hcp,zinc_hcp_dewaele_2019_dor_vinet,Zn,vinet,30.31,62.2,5.705,0.0,157.0,300.0,300.0,10.3390/min9110684
compiled_reference,zirconium_alpha,zirconium_alpha_delta_archive_experimental_reference_bm3,Zr,birch_murnaghan_3,46.3551133244,84.2834017272,2.575,,,,,10.24435/materialscloud:5e-mv
experimental_fit,zn_sun_2010_legacy,zn_sun_2010_low_vn,Zn,vinet,15.22050108971548,60.204,5.68,0.0,16.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zn_sun_2010_legacy,zn_sun_2010_low_mrs3,Zn,morse_3,15.22050108971548,60.237,5.715,0.0,16.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zn_sun_2010_legacy,zn_sun_2010_low_sms3,Zn,sun_morse_3,15.22050108971548,60.252,5.712,0.0,16.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zn_sun_2010_legacy,zn_sun_2010_low_sms4,Zn,sun_morse_4,15.22050108971548,60.298,5.679,0.0,16.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zr_sun_2010_legacy,zr_sun_2010_low_vn,Zr,vinet,23.28075772177733,95.913,2.339,0.0,20.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zr_sun_2010_legacy,zr_sun_2010_low_mrs3,Zr,morse_3,23.28075772177733,95.254,2.691,0.0,20.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zr_sun_2010_legacy,zr_sun_2010_low_sms3,Zr,sun_morse_3,23.28075772177733,95.285,2.719,0.0,20.0,300.0,300.0,10.1515/zna-2010-1-202
experimental_fit,zr_sun_2010_legacy,zr_sun_2010_low_sms4,Zr,sun_morse_4,23.28075772177733,95.173,2.74,0.0,20.0,300.0,300.0,10.1515/zna-2010-1-202
